inst#,actual,predicted,error,prediction
339,6:dog,4:cat,+,0.516
340,6:dog,4:cat,+,0.517
341,6:dog,6:dog,,0.533
342,6:dog,4:cat,+,0.516
343,6:dog,5:deer,+,0.298
344,6:dog,6:dog,,0.534
345,6:dog,4:cat,+,0.516
346,6:dog,6:dog,,0.535
347,6:dog,5:deer,+,0.298
348,6:dog,6:dog,,0.418
349,6:dog,4:cat,+,0.491
350,6:dog,6:dog,,0.533
351,6:dog,6:dog,,0.534
352,6:dog,10:truck,+,0.801
353,6:dog,5:deer,+,0.298
354,6:dog,6:dog,,0.533
355,6:dog,4:cat,+,0.516
356,6:dog,6:dog,,0.418
357,6:dog,2:automobile,+,0.607
358,6:dog,6:dog,,0.533
359,6:dog,3:bird,+,0.627
360,6:dog,6:dog,,0.535
361,6:dog,6:dog,,0.529
362,6:dog,4:cat,+,0.516
363,5:deer,5:deer,,0.268
364,5:deer,5:deer,,0.298
365,5:deer,7:frog,+,0.652
366,5:deer,7:frog,+,0.652
367,5:deer,3:bird,+,0.628
368,5:deer,5:deer,,0.298
369,5:deer,10:truck,+,0.644
370,5:deer,10:truck,+,0.447
371,5:deer,3:bird,+,0.611
372,5:deer,5:deer,,0.296
373,5:deer,5:deer,,0.296
374,5:deer,5:deer,,0.296
375,5:deer,5:deer,,0.268
376,5:deer,5:deer,,0.558
377,5:deer,4:cat,+,0.491
378,5:deer,7:frog,+,0.652
379,5:deer,8:horse,+,0.584
380,5:deer,1:airplane,+,0.723
381,5:deer,8:horse,+,0.372
382,5:deer,7:frog,+,0.626
383,5:deer,6:dog,+,0.533
384,5:deer,2:automobile,+,0.443
385,5:deer,5:deer,,0.268
386,5:deer,5:deer,,0.298
387,5:deer,8:horse,+,0.372
388,5:deer,5:deer,,0.268
389,5:deer,10:truck,+,0.644
390,5:deer,9:ship,+,0.536
391,5:deer,5:deer,,0.306
392,5:deer,5:deer,,0.296
393,5:deer,5:deer,,0.296
394,5:deer,1:airplane,+,0.702
395,5:deer,7:frog,+,0.652
396,5:deer,5:deer,,0.298
397,5:deer,5:deer,,0.268
398,5:deer,8:horse,+,0.584
399,5:deer,4:cat,+,0.517
400,5:deer,6:dog,+,0.535
1,7:frog,4:cat,+,0.655
2,7:frog,7:frog,,0.438
3,7:frog,7:frog,,0.572
4,7:frog,7:frog,,0.589
5,7:frog,5:deer,+,0.485
6,7:frog,6:dog,+,0.647
7,7:frog,6:dog,+,0.52
8,7:frog,5:deer,+,0.519
9,7:frog,2:automobile,+,0.68
10,7:frog,10:truck,+,0.653
11,7:frog,6:dog,+,0.542
12,7:frog,7:frog,,0.572
13,7:frog,4:cat,+,0.645
14,7:frog,8:horse,+,0.683
15,7:frog,2:automobile,+,0.407
16,7:frog,5:deer,+,0.484
17,7:frog,3:bird,+,0.747
18,7:frog,6:dog,+,0.668
19,7:frog,10:truck,+,0.422
20,7:frog,7:frog,,0.589
21,7:frog,5:deer,+,0.51
22,7:frog,5:deer,+,0.485
23,7:frog,7:frog,,0.618
24,7:frog,4:cat,+,0.474
25,7:frog,5:deer,+,0.506
26,7:frog,2:automobile,+,0.679
27,7:frog,8:horse,+,0.712
28,7:frog,5:deer,+,0.485
29,7:frog,7:frog,,0.438
30,7:frog,6:dog,+,0.52
31,7:frog,10:truck,+,0.644
32,7:frog,7:frog,,0.438
33,7:frog,5:deer,+,0.51
34,7:frog,2:automobile,+,0.68
35,7:frog,7:frog,,0.438
36,7:frog,6:dog,+,0.52
37,7:frog,4:cat,+,0.571
38,7:frog,6:dog,+,0.668
39,7:frog,5:deer,+,0.534
40,7:frog,7:frog,,0.588
41,7:frog,10:truck,+,0.422
42,9:ship,9:ship,,0.648
43,9:ship,8:horse,+,0.741
44,9:ship,1:airplane,+,0.566
45,9:ship,10:truck,+,0.653
46,9:ship,9:ship,,0.526
47,9:ship,9:ship,,0.756
48,9:ship,10:truck,+,0.656
49,9:ship,9:ship,,0.526
50,9:ship,9:ship,,0.755
51,9:ship,1:airplane,+,0.817
52,9:ship,1:airplane,+,0.724
53,9:ship,9:ship,,0.648
54,9:ship,9:ship,,0.526
55,9:ship,9:ship,,0.58
56,9:ship,9:ship,,0.708
57,9:ship,9:ship,,0.708
58,9:ship,10:truck,+,0.406
59,9:ship,1:airplane,+,0.566
60,9:ship,9:ship,,0.708
61,9:ship,9:ship,,0.756
62,9:ship,2:automobile,+,0.68
63,9:ship,9:ship,,0.717
64,9:ship,9:ship,,0.756
65,9:ship,9:ship,,0.526
66,9:ship,9:ship,,0.602
67,9:ship,1:airplane,+,0.817
68,9:ship,9:ship,,0.756
69,9:ship,9:ship,,0.526
70,9:ship,9:ship,,0.755
71,9:ship,3:bird,+,0.474
72,9:ship,9:ship,,0.526
73,9:ship,9:ship,,0.526
74,9:ship,9:ship,,0.602
75,9:ship,9:ship,,0.526
76,9:ship,9:ship,,0.602
77,9:ship,9:ship,,0.708
78,9:ship,9:ship,,0.708
79,9:ship,9:ship,,0.58
80,9:ship,9:ship,,0.708
81,9:ship,9:ship,,0.754
82,1:airplane,3:bird,+,0.726
83,1:airplane,9:ship,+,0.58
84,1:airplane,3:bird,+,0.75
85,1:airplane,1:airplane,,0.749
86,1:airplane,1:airplane,,0.804
87,1:airplane,10:truck,+,0.653
88,1:airplane,6:dog,+,0.54
89,1:airplane,1:airplane,,0.82
90,1:airplane,10:truck,+,0.522
91,1:airplane,9:ship,+,0.648
92,1:airplane,9:ship,+,0.526
93,1:airplane,9:ship,+,0.708
94,1:airplane,1:airplane,,0.64
95,1:airplane,1:airplane,,0.64
96,1:airplane,1:airplane,,0.749
97,1:airplane,1:airplane,,0.817
98,1:airplane,9:ship,+,0.526
99,1:airplane,7:frog,+,0.31
100,1:airplane,10:truck,+,0.653
101,1:airplane,3:bird,+,0.572
102,1:airplane,9:ship,+,0.508
103,1:airplane,2:automobile,+,0.446
104,1:airplane,7:frog,+,0.589
105,1:airplane,1:airplane,,0.817
106,1:airplane,1:airplane,,0.724
107,1:airplane,1:airplane,,0.82
108,1:airplane,1:airplane,,0.82
109,1:airplane,1:airplane,,0.82
110,1:airplane,1:airplane,,0.817
111,1:airplane,1:airplane,,0.817
112,1:airplane,1:airplane,,0.82
113,1:airplane,1:airplane,,0.817
114,1:airplane,1:airplane,,0.82
115,1:airplane,1:airplane,,0.804
116,1:airplane,10:truck,+,0.406
117,1:airplane,1:airplane,,0.817
118,1:airplane,9:ship,+,0.58
119,2:automobile,10:truck,+,0.522
120,2:automobile,2:automobile,,0.63
121,2:automobile,9:ship,+,0.756
122,2:automobile,10:truck,+,0.406
123,2:automobile,2:automobile,,0.679
124,2:automobile,2:automobile,,0.68
125,2:automobile,2:automobile,,0.676
126,2:automobile,2:automobile,,0.446
127,2:automobile,10:truck,+,0.653
128,2:automobile,10:truck,+,0.522
129,2:automobile,2:automobile,,0.68
130,2:automobile,10:truck,+,0.406
131,2:automobile,2:automobile,,0.68
132,2:automobile,8:horse,+,0.712
133,2:automobile,6:dog,+,0.52
134,2:automobile,2:automobile,,0.68
135,2:automobile,2:automobile,,0.68
136,2:automobile,10:truck,+,0.613
137,2:automobile,2:automobile,,0.446
138,2:automobile,2:automobile,,0.514
139,2:automobile,10:truck,+,0.656
140,2:automobile,2:automobile,,0.678
141,2:automobile,7:frog,+,0.592
142,2:automobile,2:automobile,,0.446
143,2:automobile,10:truck,+,0.653
144,2:automobile,2:automobile,,0.514
145,2:automobile,7:frog,+,0.589
146,2:automobile,2:automobile,,0.679
147,2:automobile,4:cat,+,0.571
148,2:automobile,9:ship,+,0.717
149,2:automobile,2:automobile,,0.676
150,2:automobile,8:horse,+,0.712
151,2:automobile,2:automobile,,0.68
152,2:automobile,10:truck,+,0.633
153,2:automobile,2:automobile,,0.537
154,2:automobile,2:automobile,,0.63
155,2:automobile,2:automobile,,0.68
156,2:automobile,10:truck,+,0.406
157,2:automobile,2:automobile,,0.63
158,8:horse,9:ship,+,0.756
159,8:horse,10:truck,+,0.644
160,8:horse,7:frog,+,0.589
161,8:horse,5:deer,+,0.485
162,8:horse,8:horse,,0.712
163,8:horse,3:bird,+,0.619
164,8:horse,8:horse,,0.76
165,8:horse,4:cat,+,0.65
166,8:horse,8:horse,,0.712
167,8:horse,10:truck,+,0.652
168,8:horse,8:horse,,0.715
169,8:horse,3:bird,+,0.747
170,8:horse,8:horse,,0.76
171,8:horse,4:cat,+,0.645
172,8:horse,8:horse,,0.741
173,8:horse,2:automobile,+,0.68
174,8:horse,8:horse,,0.731
175,8:horse,8:horse,,0.392
176,8:horse,10:truck,+,0.406
177,8:horse,8:horse,,0.76
178,8:horse,8:horse,,0.741
179,8:horse,8:horse,,0.715
180,8:horse,9:ship,+,0.708
181,8:horse,9:ship,+,0.368
182,8:horse,3:bird,+,0.474
183,8:horse,8:horse,,0.715
184,8:horse,6:dog,+,0.542
185,8:horse,8:horse,,0.743
186,8:horse,10:truck,+,0.644
187,8:horse,8:horse,,0.331
188,8:horse,8:horse,,0.683
189,8:horse,10:truck,+,0.656
190,8:horse,6:dog,+,0.647
191,8:horse,8:horse,,0.731
192,8:horse,8:horse,,0.715
193,8:horse,7:frog,+,0.438
194,8:horse,3:bird,+,0.723
195,8:horse,5:deer,+,0.492
196,8:horse,6:dog,+,0.542
197,8:horse,8:horse,,0.743
198,8:horse,6:dog,+,0.54
199,3:bird,3:bird,,0.619
200,3:bird,7:frog,+,0.31
201,3:bird,5:deer,+,0.485
202,3:bird,7:frog,+,0.31
203,3:bird,8:horse,+,0.731
204,3:bird,3:bird,,0.619
205,3:bird,1:airplane,+,0.804
206,3:bird,3:bird,,0.619
207,3:bird,3:bird,,0.723
208,3:bird,6:dog,+,0.542
209,3:bird,7:frog,+,0.325
210,3:bird,3:bird,,0.474
211,3:bird,8:horse,+,0.76
212,3:bird,3:bird,,0.747
213,3:bird,7:frog,+,0.325
214,3:bird,3:bird,,0.747
215,3:bird,4:cat,+,0.61
216,3:bird,3:bird,,0.75
217,3:bird,10:truck,+,0.633
218,3:bird,5:deer,+,0.51
219,3:bird,1:airplane,+,0.496
220,3:bird,3:bird,,0.726
221,3:bird,5:deer,+,0.534
222,3:bird,7:frog,+,0.325
223,3:bird,9:ship,+,0.58
224,3:bird,3:bird,,0.544
225,3:bird,3:bird,,0.619
226,3:bird,1:airplane,+,0.496
227,3:bird,7:frog,+,0.31
228,3:bird,1:airplane,+,0.82
229,3:bird,5:deer,+,0.535
230,3:bird,9:ship,+,0.526
231,3:bird,7:frog,+,0.31
232,3:bird,3:bird,,0.726
233,3:bird,5:deer,+,0.485
234,3:bird,4:cat,+,0.645
235,3:bird,3:bird,,0.544
236,3:bird,5:deer,+,0.485
237,3:bird,1:airplane,+,0.496
238,3:bird,9:ship,+,0.708
239,3:bird,1:airplane,+,0.817
240,3:bird,3:bird,,0.747
241,4:cat,6:dog,+,0.647
242,4:cat,4:cat,,0.61
243,4:cat,8:horse,+,0.731
244,4:cat,4:cat,,0.571
245,4:cat,7:frog,+,0.31
246,4:cat,5:deer,+,0.51
247,4:cat,7:frog,+,0.325
248,4:cat,4:cat,,0.648
249,4:cat,9:ship,+,0.648
250,4:cat,10:truck,+,0.422
251,4:cat,10:truck,+,0.653
252,4:cat,2:automobile,+,0.676
253,4:cat,5:deer,+,0.534
254,4:cat,4:cat,,0.61
255,4:cat,4:cat,,0.65
256,4:cat,4:cat,,0.648
257,4:cat,3:bird,+,0.743
258,4:cat,8:horse,+,0.76
259,4:cat,8:horse,+,0.683
260,4:cat,5:deer,+,0.554
261,4:cat,9:ship,+,0.368
262,4:cat,6:dog,+,0.52
263,4:cat,7:frog,+,0.438
264,4:cat,10:truck,+,0.422
265,4:cat,8:horse,+,0.743
266,4:cat,10:truck,+,0.406
267,4:cat,5:deer,+,0.51
268,4:cat,1:airplane,+,0.804
269,4:cat,6:dog,+,0.578
270,4:cat,4:cat,,0.645
271,4:cat,10:truck,+,0.422
272,4:cat,2:automobile,+,0.446
273,4:cat,4:cat,,0.645
274,4:cat,4:cat,,0.65
275,4:cat,10:truck,+,0.644
276,4:cat,7:frog,+,0.325
277,4:cat,10:truck,+,0.644
278,4:cat,4:cat,,0.571
279,4:cat,5:deer,+,0.554
280,4:cat,4:cat,,0.655
281,4:cat,9:ship,+,0.368
282,10:truck,10:truck,,0.653
283,10:truck,10:truck,,0.653
284,10:truck,6:dog,+,0.554
285,10:truck,10:truck,,0.522
286,10:truck,10:truck,,0.656
287,10:truck,10:truck,,0.522
288,10:truck,1:airplane,+,0.724
289,10:truck,10:truck,,0.644
290,10:truck,10:truck,,0.652
291,10:truck,10:truck,,0.656
292,10:truck,1:airplane,+,0.804
293,10:truck,2:automobile,+,0.679
294,10:truck,9:ship,+,0.756
295,10:truck,10:truck,,0.522
296,10:truck,10:truck,,0.653
297,10:truck,4:cat,+,0.476
298,10:truck,10:truck,,0.653
299,10:truck,2:automobile,+,0.679
300,10:truck,10:truck,,0.522
301,10:truck,10:truck,,0.633
302,10:truck,5:deer,+,0.492
303,10:truck,9:ship,+,0.756
304,10:truck,10:truck,,0.633
305,10:truck,10:truck,,0.656
306,10:truck,10:truck,,0.499
307,10:truck,10:truck,,0.653
308,10:truck,10:truck,,0.653
309,10:truck,4:cat,+,0.61
310,10:truck,3:bird,+,0.474
311,10:truck,10:truck,,0.644
312,10:truck,10:truck,,0.653
313,10:truck,9:ship,+,0.717
314,10:truck,10:truck,,0.653
315,10:truck,10:truck,,0.653
316,10:truck,10:truck,,0.653
317,10:truck,2:automobile,+,0.665
318,10:truck,6:dog,+,0.542
319,10:truck,10:truck,,0.653
320,10:truck,10:truck,,0.652
321,6:dog,5:deer,+,0.51
322,6:dog,6:dog,,0.52
323,6:dog,6:dog,,0.542
324,6:dog,6:dog,,0.542
325,6:dog,4:cat,+,0.655
326,6:dog,6:dog,,0.578
327,6:dog,6:dog,,0.542
328,6:dog,4:cat,+,0.401
329,6:dog,4:cat,+,0.645
330,6:dog,6:dog,,0.647
331,6:dog,7:frog,+,0.31
332,6:dog,9:ship,+,0.708
333,6:dog,6:dog,,0.542
334,6:dog,3:bird,+,0.747
335,6:dog,6:dog,,0.554
336,6:dog,3:bird,+,0.726
337,6:dog,6:dog,,0.542
338,6:dog,6:dog,,0.554
339,6:dog,6:dog,,0.542
340,6:dog,3:bird,+,0.723
341,6:dog,4:cat,+,0.61
342,6:dog,6:dog,,0.578
343,6:dog,6:dog,,0.578
344,6:dog,9:ship,+,0.602
345,6:dog,4:cat,+,0.645
346,6:dog,4:cat,+,0.401
347,6:dog,6:dog,,0.578
348,6:dog,3:bird,+,0.723
349,6:dog,6:dog,,0.578
350,6:dog,5:deer,+,0.554
351,6:dog,6:dog,,0.647
352,6:dog,6:dog,,0.542
353,6:dog,8:horse,+,0.743
354,6:dog,6:dog,,0.578
355,6:dog,6:dog,,0.52
356,6:dog,6:dog,,0.668
357,6:dog,10:truck,+,0.422
358,6:dog,8:horse,+,0.683
359,6:dog,4:cat,+,0.655
360,6:dog,10:truck,+,0.644
361,6:dog,6:dog,,0.668
362,6:dog,4:cat,+,0.648
363,5:deer,7:frog,+,0.31
364,5:deer,5:deer,,0.511
365,5:deer,4:cat,+,0.61
366,5:deer,7:frog,+,0.592
367,5:deer,7:frog,+,0.31
368,5:deer,5:deer,,0.51
369,5:deer,5:deer,,0.505
370,5:deer,5:deer,,0.554
371,5:deer,7:frog,+,0.589
372,5:deer,4:cat,+,0.645
373,5:deer,5:deer,,0.51
374,5:deer,5:deer,,0.505
375,5:deer,5:deer,,0.539
376,5:deer,3:bird,+,0.747
377,5:deer,4:cat,+,0.401
378,5:deer,2:automobile,+,0.407
379,5:deer,9:ship,+,0.708
380,5:deer,8:horse,+,0.743
381,5:deer,3:bird,+,0.726
382,5:deer,4:cat,+,0.655
383,5:deer,7:frog,+,0.31
384,5:deer,5:deer,,0.492
385,5:deer,5:deer,,0.51
386,5:deer,5:deer,,0.554
387,5:deer,5:deer,,0.485
388,5:deer,5:deer,,0.554
389,5:deer,5:deer,,0.51
390,5:deer,5:deer,,0.51
391,5:deer,5:deer,,0.485
392,5:deer,1:airplane,+,0.749
393,5:deer,5:deer,,0.492
394,5:deer,7:frog,+,0.618
395,5:deer,5:deer,,0.534
396,5:deer,6:dog,+,0.542
397,5:deer,5:deer,,0.492
398,5:deer,7:frog,+,0.573
399,5:deer,4:cat,+,0.645
400,5:deer,5:deer,,0.534
1,7:frog,7:frog,,0.739
2,7:frog,7:frog,,0.711
3,7:frog,10:truck,+,0.705
4,7:frog,7:frog,,0.433
5,7:frog,7:frog,,0.736
6,7:frog,10:truck,+,0.604
7,7:frog,3:bird,+,0.542
8,7:frog,5:deer,+,0.431
9,7:frog,7:frog,,0.545
10,7:frog,6:dog,+,0.447
11,7:frog,3:bird,+,0.575
12,7:frog,7:frog,,0.739
13,7:frog,7:frog,,0.736
14,7:frog,5:deer,+,0.431
15,7:frog,3:bird,+,0.563
16,7:frog,5:deer,+,0.431
17,7:frog,7:frog,,0.739
18,7:frog,8:horse,+,0.646
19,7:frog,2:automobile,+,0.321
20,7:frog,7:frog,,0.739
21,7:frog,10:truck,+,0.685
22,7:frog,7:frog,,0.739
23,7:frog,5:deer,+,0.431
24,7:frog,7:frog,,0.433
25,7:frog,6:dog,+,0.455
26,7:frog,6:dog,+,0.455
27,7:frog,7:frog,,0.362
28,7:frog,7:frog,,0.711
29,7:frog,6:dog,+,0.457
30,7:frog,7:frog,,0.433
31,7:frog,2:automobile,+,0.594
32,7:frog,5:deer,+,0.596
33,7:frog,7:frog,,0.739
34,7:frog,7:frog,,0.739
35,7:frog,6:dog,+,0.451
36,7:frog,7:frog,,0.739
37,7:frog,5:deer,+,0.431
38,7:frog,5:deer,+,0.372
39,7:frog,7:frog,,0.329
40,7:frog,7:frog,,0.433
41,9:ship,9:ship,,0.572
42,9:ship,1:airplane,+,0.515
43,9:ship,9:ship,,0.594
44,9:ship,10:truck,+,0.705
45,9:ship,3:bird,+,0.466
46,9:ship,9:ship,,0.554
47,9:ship,1:airplane,+,0.54
48,9:ship,9:ship,,0.582
49,9:ship,7:frog,+,0.711
50,9:ship,9:ship,,0.571
51,9:ship,1:airplane,+,0.685
52,9:ship,9:ship,,0.582
53,9:ship,9:ship,,0.594
54,9:ship,9:ship,,0.591
55,9:ship,9:ship,,0.582
56,9:ship,9:ship,,0.587
57,9:ship,9:ship,,0.594
58,9:ship,10:truck,+,0.705
59,9:ship,9:ship,,0.572
60,9:ship,9:ship,,0.571
61,9:ship,9:ship,,0.571
62,9:ship,9:ship,,0.594
63,9:ship,3:bird,+,0.562
64,9:ship,5:deer,+,0.595
65,9:ship,9:ship,,0.572
66,9:ship,9:ship,,0.571
67,9:ship,9:ship,,0.587
68,9:ship,9:ship,,0.554
69,9:ship,7:frog,+,0.329
70,9:ship,10:truck,+,0.669
71,9:ship,9:ship,,0.572
72,9:ship,10:truck,+,0.705
73,9:ship,10:truck,+,0.705
74,9:ship,9:ship,,0.591
75,9:ship,1:airplane,+,0.615
76,9:ship,1:airplane,+,0.812
77,9:ship,6:dog,+,0.412
78,9:ship,9:ship,,0.591
79,9:ship,9:ship,,0.57
80,9:ship,2:automobile,+,0.593
81,9:ship,3:bird,+,0.466
82,1:airplane,1:airplane,,0.812
83,1:airplane,1:airplane,,0.515
84,1:airplane,1:airplane,,0.812
85,1:airplane,9:ship,+,0.594
86,1:airplane,1:airplane,,0.515
87,1:airplane,2:automobile,+,0.321
88,1:airplane,1:airplane,,0.741
89,1:airplane,9:ship,+,0.594
90,1:airplane,1:airplane,,0.741
91,1:airplane,1:airplane,,0.515
92,1:airplane,3:bird,+,0.551
93,1:airplane,1:airplane,,0.54
94,1:airplane,1:airplane,,0.741
95,1:airplane,1:airplane,,0.741
96,1:airplane,1:airplane,,0.741
97,1:airplane,1:airplane,,0.685
98,1:airplane,1:airplane,,0.469
99,1:airplane,1:airplane,,0.54
100,1:airplane,1:airplane,,0.812
101,1:airplane,1:airplane,,0.622
102,1:airplane,5:deer,+,0.431
103,1:airplane,9:ship,+,0.594
104,1:airplane,9:ship,+,0.572
105,1:airplane,9:ship,+,0.572
106,1:airplane,2:automobile,+,0.321
107,1:airplane,9:ship,+,0.572
108,1:airplane,1:airplane,,0.54
109,1:airplane,6:dog,+,0.457
110,1:airplane,1:airplane,,0.622
111,1:airplane,1:airplane,,0.685
112,1:airplane,1:airplane,,0.812
113,1:airplane,1:airplane,,0.741
114,1:airplane,1:airplane,,0.622
115,1:airplane,1:airplane,,0.54
116,1:airplane,1:airplane,,0.812
117,1:airplane,2:automobile,+,0.593
118,1:airplane,8:horse,+,0.646
119,2:automobile,2:automobile,,0.594
120,2:automobile,2:automobile,,0.593
121,2:automobile,10:truck,+,0.706
122,2:automobile,2:automobile,,0.594
123,2:automobile,2:automobile,,0.321
124,2:automobile,5:deer,+,0.595
125,2:automobile,9:ship,+,0.591
126,2:automobile,5:deer,+,0.595
127,2:automobile,2:automobile,,0.593
128,2:automobile,2:automobile,,0.594
129,2:automobile,2:automobile,,0.593
130,2:automobile,2:automobile,,0.593
131,2:automobile,2:automobile,,0.593
132,2:automobile,2:automobile,,0.593
133,2:automobile,7:frog,+,0.567
134,2:automobile,8:horse,+,0.646
135,2:automobile,2:automobile,,0.593
136,2:automobile,10:truck,+,0.705
137,2:automobile,2:automobile,,0.593
138,2:automobile,6:dog,+,0.455
139,2:automobile,2:automobile,,0.594
140,2:automobile,2:automobile,,0.594
141,2:automobile,2:automobile,,0.593
142,2:automobile,10:truck,+,0.685
143,2:automobile,9:ship,+,0.571
144,2:automobile,2:automobile,,0.594
145,2:automobile,2:automobile,,0.593
146,2:automobile,2:automobile,,0.593
147,2:automobile,2:automobile,,0.594
148,2:automobile,2:automobile,,0.414
149,2:automobile,1:airplane,+,0.515
150,2:automobile,2:automobile,,0.594
151,2:automobile,2:automobile,,0.593
152,2:automobile,2:automobile,,0.593
153,2:automobile,2:automobile,,0.594
154,2:automobile,2:automobile,,0.593
155,2:automobile,2:automobile,,0.593
156,2:automobile,6:dog,+,0.457
157,2:automobile,2:automobile,,0.594
158,8:horse,8:horse,,0.646
159,8:horse,8:horse,,0.646
160,8:horse,3:bird,+,0.575
161,8:horse,3:bird,+,0.575
162,8:horse,6:dog,+,0.447
163,8:horse,8:horse,,0.646
164,8:horse,8:horse,,0.594
165,8:horse,8:horse,,0.646
166,8:horse,8:horse,,0.646
167,8:horse,8:horse,,0.534
168,8:horse,8:horse,,0.646
169,8:horse,8:horse,,0.646
170,8:horse,8:horse,,0.637
171,8:horse,8:horse,,0.594
172,8:horse,2:automobile,+,0.594
173,8:horse,8:horse,,0.649
174,8:horse,8:horse,,0.646
175,8:horse,8:horse,,0.651
176,8:horse,8:horse,,0.534
177,8:horse,7:frog,+,0.545
178,8:horse,3:bird,+,0.563
179,8:horse,8:horse,,0.651
180,8:horse,8:horse,,0.651
181,8:horse,8:horse,,0.646
182,8:horse,6:dog,+,0.456
183,8:horse,8:horse,,0.651
184,8:horse,8:horse,,0.646
185,8:horse,8:horse,,0.534
186,8:horse,6:dog,+,0.455
187,8:horse,8:horse,,0.646
188,8:horse,8:horse,,0.646
189,8:horse,8:horse,,0.645
190,8:horse,8:horse,,0.646
191,8:horse,5:deer,+,0.596
192,8:horse,8:horse,,0.646
193,8:horse,6:dog,+,0.412
194,8:horse,8:horse,,0.646
195,8:horse,5:deer,+,0.596
196,8:horse,1:airplane,+,0.469
197,8:horse,9:ship,+,0.554
198,8:horse,8:horse,,0.646
199,3:bird,5:deer,+,0.459
200,3:bird,1:airplane,+,0.51
201,3:bird,3:bird,,0.563
202,3:bird,3:bird,,0.562
203,3:bird,8:horse,+,0.651
204,3:bird,3:bird,,0.575
205,3:bird,6:dog,+,0.282
206,3:bird,3:bird,,0.522
207,3:bird,1:airplane,+,0.615
208,3:bird,2:automobile,+,0.594
209,3:bird,5:deer,+,0.372
210,3:bird,2:automobile,+,0.594
211,3:bird,10:truck,+,0.669
212,3:bird,6:dog,+,0.456
213,3:bird,6:dog,+,0.455
214,3:bird,6:dog,+,0.457
215,3:bird,9:ship,+,0.572
216,3:bird,6:dog,+,0.447
217,3:bird,5:deer,+,0.431
218,3:bird,3:bird,,0.575
219,3:bird,3:bird,,0.522
220,3:bird,8:horse,+,0.646
221,3:bird,3:bird,,0.562
222,3:bird,1:airplane,+,0.69
223,3:bird,5:deer,+,0.372
224,3:bird,5:deer,+,0.431
225,3:bird,3:bird,,0.542
226,3:bird,7:frog,+,0.711
227,3:bird,3:bird,,0.563
228,3:bird,3:bird,,0.563
229,3:bird,3:bird,,0.456
230,3:bird,2:automobile,+,0.593
231,3:bird,5:deer,+,0.431
232,3:bird,7:frog,+,0.739
233,3:bird,3:bird,,0.562
234,3:bird,3:bird,,0.542
235,3:bird,1:airplane,+,0.54
236,3:bird,3:bird,,0.466
237,3:bird,7:frog,+,0.545
238,3:bird,9:ship,+,0.571
239,3:bird,6:dog,+,0.282
240,3:bird,3:bird,,0.542
241,4:cat,7:frog,+,0.736
242,4:cat,6:dog,+,0.454
243,4:cat,6:dog,+,0.457
244,4:cat,7:frog,+,0.739
245,4:cat,7:frog,+,0.545
246,4:cat,6:dog,+,0.454
247,4:cat,6:dog,+,0.445
248,4:cat,2:automobile,+,0.317
249,4:cat,6:dog,+,0.412
250,4:cat,5:deer,+,0.431
251,4:cat,7:frog,+,0.545
252,4:cat,2:automobile,+,0.594
253,4:cat,3:bird,+,0.563
254,4:cat,6:dog,+,0.282
255,4:cat,7:frog,+,0.545
256,4:cat,10:truck,+,0.705
257,4:cat,5:deer,+,0.587
258,4:cat,6:dog,+,0.445
259,4:cat,6:dog,+,0.451
260,4:cat,6:dog,+,0.457
261,4:cat,6:dog,+,0.451
262,4:cat,6:dog,+,0.445
263,4:cat,10:truck,+,0.604
264,4:cat,7:frog,+,0.362
265,4:cat,6:dog,+,0.417
266,4:cat,6:dog,+,0.451
267,4:cat,6:dog,+,0.451
268,4:cat,6:dog,+,0.347
269,4:cat,3:bird,+,0.562
270,4:cat,9:ship,+,0.571
271,4:cat,7:frog,+,0.545
272,4:cat,7:frog,+,0.329
273,4:cat,6:dog,+,0.457
274,4:cat,6:dog,+,0.454
275,4:cat,6:dog,+,0.325
276,4:cat,8:horse,+,0.646
277,4:cat,6:dog,+,0.454
278,4:cat,5:deer,+,0.587
279,4:cat,7:frog,+,0.362
280,4:cat,6:dog,+,0.454
281,4:cat,1:airplane,+,0.54
282,10:truck,10:truck,,0.706
283,10:truck,2:automobile,+,0.453
284,10:truck,2:automobile,+,0.593
285,10:truck,10:truck,,0.706
286,10:truck,1:airplane,+,0.741
287,10:truck,6:dog,+,0.451
288,10:truck,10:truck,,0.706
289,10:truck,10:truck,,0.706
290,10:truck,10:truck,,0.705
291,10:truck,10:truck,,0.685
292,10:truck,10:truck,,0.585
293,10:truck,2:automobile,+,0.321
294,10:truck,10:truck,,0.669
295,10:truck,2:automobile,+,0.593
296,10:truck,2:automobile,+,0.453
297,10:truck,10:truck,,0.705
298,10:truck,10:truck,,0.705
299,10:truck,6:dog,+,0.456
300,10:truck,10:truck,,0.705
301,10:truck,7:frog,+,0.545
302,10:truck,9:ship,+,0.582
303,10:truck,10:truck,,0.604
304,10:truck,10:truck,,0.705
305,10:truck,10:truck,,0.582
306,10:truck,10:truck,,0.669
307,10:truck,10:truck,,0.585
308,10:truck,5:deer,+,0.587
309,10:truck,9:ship,+,0.582
310,10:truck,10:truck,,0.705
311,10:truck,9:ship,+,0.587
312,10:truck,2:automobile,+,0.593
313,10:truck,10:truck,,0.685
314,10:truck,10:truck,,0.669
315,10:truck,3:bird,+,0.466
316,10:truck,10:truck,,0.669
317,10:truck,6:dog,+,0.267
318,10:truck,6:dog,+,0.441
